company,date,job,link,location,opened,site
alignet s.a.c.,2022-01-25,practicante de implementación,https://www.bumeran.com.pe/empleos/practicante-de-implementacion-alignet-s.a.c.-1114938682.html,"miraflores, lima",False,Bumeran
mibanco,2022-01-25,analista senior de parámetros de riesgos,https://www.bumeran.com.pe/empleos/analista-senior-de-parametros-de-riesgos-mibanco-1114937499.html,"lima, lima",False,Bumeran
indra peru,2022-01-25,analista de datos,https://www.bumeran.com.pe/empleos/analista-de-datos-indra-peru-1114937328.html,"lima, lima",False,Bumeran
protecta security,2022-01-25,consultor técnico actuarial,https://www.bumeran.com.pe/empleos/consultor-tecnico-actuarial-protecta-security-1114937212.html,"surquillo, lima",False,Bumeran
intercorp retail,2022-01-25,data engineer jr indigital xp,https://www.bumeran.com.pe/empleos/data-engineer-jr.-indigital-xp-intercorp-retail-1114936931.html,"lima, lima",False,Bumeran
talent target s.a.c.,2022-01-25,programador,https://www.bumeran.com.pe/empleos/programador-talent-target-s.a.c.-1114391965.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-24,practicante preprofesional de data analytics riesgo crediticio,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-data-analytics-riesgo-crediticio-adecco-consulting-1114935926.html,"la molina, lima",False,Bumeran
michael page perú,2022-01-24,tech product owner lead,https://www.bumeran.com.pe/empleos/tech-product-owner-lead-michael-page-peru-1114935471.html,"lima, lima",False,Bumeran
net partners,2022-01-24,microstrategy,https://www.bumeran.com.pe/empleos/microstrategy-net-partners-1114935314.html,"lima, lima",False,Bumeran
indra peru,2022-01-24,"recien egresado carrera ingeniería sistemas, informática, afin",https://www.bumeran.com.pe/empleos/recien-egresado-carrera-ingenieria-sistemas-informatica-afin-indra-peru-1114934435.html,"lima, lima",False,Bumeran
rimac cia de seguros y reaseguros s.a.,2022-01-24,data scientist data scrapping,https://www.bumeran.com.pe/empleos/data-scientist-data-scrapping-rimac-cia-de-seguros-y-reaseguros-s.a.-1114934207.html,"lima, lima",False,Bumeran
zoluxiones sac,2022-01-24,analista de base de datosremoto,https://www.bumeran.com.pe/empleos/analista-de-base-de-datos-remoto-zoluxiones-sac-1114934145.html,"lima, lima",False,Bumeran
clinica internacional,2022-01-22,analista junior de data science,https://www.bumeran.com.pe/empleos/analista-junior-de-data-science-clinica-internacional-1114932233.html,"lima, lima",False,Bumeran
confidencial,2022-01-21,analista programador,https://www.bumeran.com.pe/empleos/analista-programador-1114932111.html,"lima, lima",False,Bumeran
skf del peru,2022-01-21,practicante profesional bi,https://www.bumeran.com.pe/empleos/practicante-profesional-bi-skf-del-peru-1114930754.html,"lima, lima",False,Bumeran
csti corp,2022-01-20,programador php junior,https://www.bumeran.com.pe/empleos/programador-php-junior-csti-corp-1114929038.html,"santiago de surco, lima",False,Bumeran
pricewaterhousecoopers,2022-01-20,analista de auditoria de sistemas ti,https://www.bumeran.com.pe/empleos/analista-de-auditoria-de-sistemas-ti-pricewaterhousecoopers-1114928886.html,"san isidro, lima",False,Bumeran
prima afp,2022-01-20,practicante de renta variable,https://www.bumeran.com.pe/empleos/practicante-de-renta-variable-prima-afp-1114928092.html,"san isidro, lima",False,Bumeran
everis perú,2022-01-19,qa automatizador,https://www.bumeran.com.pe/empleos/qa-automatizador-everis-peru-1114840519.html,"san isidro, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-19,profesional en análisis de datos,https://www.bumeran.com.pe/empleos/profesional-en-analisis-de-datos-pontificia-universidad-catolica-del-peru-pucp-1114926425.html,"lima, lima",False,Bumeran
confidencial,2022-01-19,técnico en seguridad informática,https://www.bumeran.com.pe/empleos/tecnico-en-seguridad-informatica-1114926336.html,"chorrillos, lima",False,Bumeran
tecsup,2022-01-19,docente tecnología digital en diseño y desarrollo software,https://www.bumeran.com.pe/empleos/docente-tecnologia-digital-en-diseno-y-desarrollo-software-tecsup-1114926276.html,"santa anita, lima",False,Bumeran
pk analytics sociedad anonima cerrada,2022-01-19,cientifico de datos junior,https://www.bumeran.com.pe/empleos/cientifico-de-datos-junior-pk-analytics-sociedad-anonima-cerrada-1114925780.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,data engineer sr,https://www.bumeran.com.pe/empleos/data-engineer-sr-michael-page-peru-1114925118.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-michael-page-peru-1114925113.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,ingeniero devops,https://www.bumeran.com.pe/empleos/ingeniero-devops-michael-page-peru-1114925100.html,"lima, lima",False,Bumeran
indra peru,2022-01-19,joven profesional con interes en desarrollarse en big data resien egr,https://www.bumeran.com.pe/empleos/joven-profesional-con-interes-en-desarrollarse-en-big-data-resien-egresado-en-2021-indra-peru-1114925023.html,"lima, lima",False,Bumeran
indra peru,2022-01-19,analista data warehouse,https://www.bumeran.com.pe/empleos/analista-data-warehouse-indra-peru-1114924672.html,"lima, lima",False,Bumeran
fesepsa s.a,2022-01-19,analista de sistem4s,https://www.bumeran.com.pe/empleos/analista-de-sistem4s-fesepsa-s.a-1114924347.html,"callao, lima",False,Bumeran
cooperativa de ahorro y crédito pacífico,2022-01-18,analista de clasificación del deudor,https://www.bumeran.com.pe/empleos/analista-de-clasificacion-del-deudor-cooperativa-de-ahorro-y-credito-pacifico-1114923786.html,"san isidro, lima",False,Bumeran
financiera oh!,2022-01-18,practicante preprofesional de riesgo de mercado y liquidez,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-riesgo-de-mercado-y-liquidez-financiera-oh-1114923718.html,"lima, lima",False,Bumeran
confidencial,2022-01-18,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-1114923235.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-18,analista de gestion global de riesgos,https://www.bumeran.com.pe/empleos/analista-de-gestion-global-de-riesgos-adecco-consulting-1114923054.html,"lima, lima",False,Bumeran
indra peru,2022-01-18,joven profesional con interés de desarrollarse como big data,https://www.bumeran.com.pe/empleos/joven-profesional-con-interes-de-desarrollarse-como-big-data-indra-peru-1114922914.html,"lima, lima",False,Bumeran
everis perú,2022-01-18,data modeler,https://www.bumeran.com.pe/empleos/data-modeler-everis-peru-1114818095.html,"lima, lima",False,Bumeran
informatica delta s.a.c.,2022-01-18,cod22004 ingeniero devops,https://www.bumeran.com.pe/empleos/cod-22004-ingeniero-devops-informatica-delta-s.a.c.-1114922533.html,"lima, lima",False,Bumeran
zoluxiones sac,2022-01-18,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-zoluxiones-sac-1114922185.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-18,risk specialist advanced,https://www.bumeran.com.pe/empleos/risk-specialist-advanced-adecco-consulting-1114922077.html,"lima, lima",False,Bumeran
confidencial,2022-01-18,analista gis presencial san isidro,https://www.bumeran.com.pe/empleos/analista-gis-presencial-san-isidro-1114921660.html,"san isidro, lima",False,Bumeran
tata consultancy services sucursal peru,2022-01-17,ingeniero de datos pleno gcp,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-pleno-gcp-tata-consultancy-services-sucursal-peru-1114920747.html,perú,False,Bumeran
tata consultancy services sucursal peru,2022-01-17,ingeniero de datos aws,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-aws-tata-consultancy-services-sucursal-peru-1114920745.html,perú,False,Bumeran
confidencial,2022-01-17,analista de seguimiento de riesgobanco,https://www.bumeran.com.pe/empleos/analista-de-seguimiento-de-riesgo_banco-1114919747.html,"san isidro, lima",False,Bumeran
intercorp retail,2022-01-17,data scientist sr indigital xp,https://www.bumeran.com.pe/empleos/data-scientist-sr.-indigital-xp-intercorp-retail-1114919705.html,"lima, lima",False,Bumeran
csti corp,2022-01-16,administrador de sistemas unixlinux,https://www.bumeran.com.pe/empleos/administrador-de-sistemas-unix-linux-csti-corp-1114918039.html,"lima, lima",False,Bumeran
experis,2022-01-14,ingeniero de software cloud líder técnico,https://www.bumeran.com.pe/empleos/ingeniero-de-software-cloud-lider-tecnico-experis-1114917411.html,"lima, lima",False,Bumeran
ahp headhunting,2022-01-14,programador php,https://www.bumeran.com.pe/empleos/programador-php-ahp-headhunting-1114916994.html,"lima, lima",False,Bumeran
mandomedio,2022-01-14,analista de precios,https://www.bumeran.com.pe/empleos/analista-de-precios-mandomedio-1114916695.html,"cercado de lima, lima",False,Bumeran
emaxi consultores en recursos humanos s.a.c.,2022-01-14,senior data manager,https://www.bumeran.com.pe/empleos/senior-data-manager-emaxi-consultores-en-recursos-humanos-s.a.c.-1114916154.html,"santiago de surco, lima",False,Bumeran
ey (ernst & young),2022-01-14,data scientist senior para servicios financieros,https://www.bumeran.com.pe/empleos/data-scientist-senior-para-servicios-financieros-ey-ernst-young-1114916048.html,"lima, lima",False,Bumeran
it data consulting,2022-01-13,analista de sistemas ecommerce remoto,https://www.bumeran.com.pe/empleos/analista-de-sistemas-ecommerce-remoto-it-data-consulting-1114914976.html,"san isidro, lima",False,Bumeran
mibanco,2022-01-13,especialista de seguimiento y gestión de portafolio,https://www.bumeran.com.pe/empleos/especialista-de-seguimiento-y-gestion-de-portafolio-mibanco-1114914873.html,"lima, lima",False,Bumeran
confidencial,2022-01-13,analista operativo de ciberseguridad,https://www.bumeran.com.pe/empleos/analista-operativo-de-ciberseguridad-1114913083.html,"lima, lima",False,Bumeran
ari consulting s.a.c.,2022-01-12,analista junior programador de sistemas,https://www.bumeran.com.pe/empleos/analista-junior-programador-de-sistemas-ari-consulting-s.a.c.-1114912006.html,"san isidro, lima",False,Bumeran
ari consulting s.a.c.,2022-01-12,analista senior programador de sistemas,https://www.bumeran.com.pe/empleos/analista-senior-programador-de-sistemas-ari-consulting-s.a.c.-1114912004.html,"san isidro, lima",False,Bumeran
intercorp retail,2022-01-12,jefe de análisis de negocios,https://www.bumeran.com.pe/empleos/jefe-de-analisis-de-negocios-intercorp-retail-1114911699.html,"lima, lima",False,Bumeran
stefanini peru s.a,2022-01-12,ingeniero devops,https://www.bumeran.com.pe/empleos/ingeniero-devops-stefanini-peru-s.a-1114911697.html,"lima, lima",False,Bumeran
stefanini peru s.a,2022-01-12,ingeniero de software backend,https://www.bumeran.com.pe/empleos/ingeniero-de-software-backend-stefanini-peru-s.a-1114911642.html,"lima, lima",False,Bumeran
alex sairitupac,2022-01-12,diseñador grafico full time,https://www.bumeran.com.pe/empleos/disenador-grafico-full-time-alex-sairitupac-1114904863.html,"san juan de lurigancho., lima",False,Bumeran
voxiva,2022-01-12,data scientist,https://www.bumeran.com.pe/empleos/data-scientist-voxiva-1114821661.html,"lima, lima",False,Bumeran
valtx,2022-01-12,consultor de proyectos junior power querysql intermedio,https://www.bumeran.com.pe/empleos/consultor-de-proyectos-junior-power-query-sql-intermedio-valtx-1114910450.html,"san borja, lima",False,Bumeran
sky airline,2022-01-12,data scientist,https://www.bumeran.com.pe/empleos/data-scientist-sky-airline-1114909714.html,"lima, lima",False,Bumeran
mdp consulting sac,2022-01-11,data engineer,https://www.bumeran.com.pe/empleos/data-engineer-mdp-consulting-sac-1114907215.html,"lima, lima",False,Bumeran
proempresa,2022-01-11,analista de modelos de riesgo,https://www.bumeran.com.pe/empleos/analista-de-modelos-de-riesgo-proempresa-1114906653.html,"san borja, lima",False,Bumeran
jose arenas,2022-01-11,analista programador web,https://www.bumeran.com.pe/empleos/analista-programador-web-jose-arenas-1114900330.html,"lima, lima",False,Bumeran
ipg mediabrands,2022-01-10,analista de integración de data,https://www.bumeran.com.pe/empleos/analista-de-integracion-de-data-ipg-mediabrands-1114905592.html,"lima, lima",False,Bumeran
integration & quality project management s.a.c. - iq project s.a.c.,2022-01-10,automatizador qa analista qa automatizador,https://www.bumeran.com.pe/empleos/automatizador-qa-analista-qa-automatizador-integration-quality-project-management-s.a.c.-iq-project-s.a.c.-1114497614.html,"lima, lima",False,Bumeran
softlab perú,2022-01-10,python developerdjango,https://www.bumeran.com.pe/empleos/python-developer-django-softlab-peru-1114905222.html,"la molina, lima",False,Bumeran
cinte peru sac,2022-01-10,qa automation,https://www.bumeran.com.pe/empleos/qa-automation-cinte-peru-sac-1114810880.html,"lima, lima",False,Bumeran
ibt group,2022-01-25,qf asistente técnico de farmacia barton,https://www.bumeran.com.pe/empleos/qf-asistente-tecnico-de-farmacia-barton-ibt-group-1114938813.html,"callao, lima",False,Bumeran
clinica javier prado s a,2022-01-25,practicante de reclutamiento y selección,https://www.bumeran.com.pe/empleos/practicante-de-reclutamiento-y-seleccion-clinica-javier-prado-s-a-1114938810.html,"san isidro, lima",False,Bumeran
lima gas,2022-01-25,practicante de seguridad,https://www.bumeran.com.pe/empleos/practicante-de-seguridad-lima-gas-1114938793.html,"callao, lima",False,Bumeran
pesquera hayduk s.a.,2022-01-25,analista de calidad chd coishco,https://www.bumeran.com.pe/empleos/analista-de-calidad-chd-coishco-pesquera-hayduk-s.a.-1114938787.html,"coishco, ancash",False,Bumeran
confidencial,2022-01-25,practicante de selección,https://www.bumeran.com.pe/empleos/practicante-de-seleccion-1114938727.html,"villa el salvador, lima",False,Bumeran
tecsup,2022-01-25,practicante profesional de tutoría servicios educativos,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tutoria-servicios-educativos-tecsup-1114938717.html,"santa anita, lima",False,Bumeran
alignet s.a.c.,2022-01-25,practicante de implementación,https://www.bumeran.com.pe/empleos/practicante-de-implementacion-alignet-s.a.c.-1114938682.html,"miraflores, lima",False,Bumeran
bimbo perú,2022-01-25,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-bimbo-peru-1114938661.html,"callao, lima",False,Bumeran
apm terminals callao,2022-01-25,practicante de facturación,https://www.bumeran.com.pe/empleos/practicante-de-facturacion-apm-terminals-callao-1114938627.html,"callao, lima",False,Bumeran
confidencial,2022-01-25,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-1114938612.html,"ate., lima",False,Bumeran
pacífico seguros,2022-01-25,líder de desarrollo digital,https://www.bumeran.com.pe/empleos/lider-de-desarrollo-digital-pacifico-seguros-1114938568.html,"san isidro, lima",False,Bumeran
banbif,2022-01-25,practicante profesional de marketing,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-banbif-1114937752.html,"lima, lima",False,Bumeran
dental express r&c sac,2022-01-25,ejecutivo comercial para clinica dental,https://www.bumeran.com.pe/empleos/ejecutivo-comercial-para-clinica-dental-dental-express-rc-sac-1114935035.html,"los olivos, lima",False,Bumeran
tivit perú,2022-01-25,especialista en seguridad ti senior,https://www.bumeran.com.pe/empleos/especialista-en-seguridad-ti-senior-tivit-peru-1114938356.html,"magdalena, lima",False,Bumeran
mitsui automotriz s.a.,2022-01-25,practicante profesional ssoma,https://www.bumeran.com.pe/empleos/practicante-profesional-ssoma-mitsui-automotriz-s.a.-1114938321.html,"lima, lima",False,Bumeran
pacífico seguros,2022-01-25,scrum master ii,https://www.bumeran.com.pe/empleos/scrum-master-ii-pacifico-seguros-1114938260.html,"san isidro, lima",False,Bumeran
pacífico seguros,2022-01-25,auditor interno,https://www.bumeran.com.pe/empleos/auditora-interno-pacifico-seguros-1114938259.html,"san isidro, lima",False,Bumeran
opp film,2022-01-25,auditor de control de calidad lurín,https://www.bumeran.com.pe/empleos/auditor-de-control-de-calidad-lurin-opp-film-1114938159.html,"lurín, lima",False,Bumeran
salesland internacional s.a.,2022-01-25,asesor de ventas tarjetas de crédito scotiabank call center intangib,https://www.bumeran.com.pe/empleos/asesor-de-ventas-tarjetas-de-credito-scotiabank-call-center-intangibles-comisiones-ilimitadas-salesland-internacional-s.a.-1114938124.html,perú,False,Bumeran
carvajal empaques perú,2022-01-25,practicante pre profesional de contabilidad impuestos,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-contabilidad-impuestos-carvajal-empaques-peru-1114938105.html,"callao, lima",False,Bumeran
noticias perú,2022-01-25,practicante profesional,https://www.bumeran.com.pe/empleos/practicante-profesional-noticias-peru-1114938058.html,"miraflores, lima",False,Bumeran
clinica san felipe,2022-01-25,practicante profesional de administración área de salud ocupacional,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-area-de-salud-ocupacional-clinica-san-felipe-1114938016.html,"lima, lima",False,Bumeran
real plaza s.r.l.,2022-01-25,asistente de operaciones,https://www.bumeran.com.pe/empleos/asistente-de-operaciones-real-plaza-s.r.l.-1114937997.html,"lima, lima",False,Bumeran
volcan compañia minera s.a.a.,2022-01-25,practicante pre profesional de tesorería,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-tesoreria-volcan-compania-minera-s.a.a.-1114937976.html,"santiago de surco, lima",False,Bumeran
terminal portuario paracas s.a,2022-01-25,practicante de operaciones,https://www.bumeran.com.pe/empleos/practicante-de-operaciones-terminal-portuario-paracas-s.a-1114365178.html,"pisco, ica",False,Bumeran
volcan compañia minera s.a.a.,2022-01-25,practicante pre profesional de costos,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-costos-volcan-compania-minera-s.a.a.-1114937952.html,"santiago de surco, lima",False,Bumeran
opp film,2022-01-25,ingeniero de procesos,https://www.bumeran.com.pe/empleos/ingeniero-de-procesos-opp-film-1114937887.html,"lurín, lima",False,Bumeran
indra peru,2022-01-25,joven profesional con interés en desarrollarse pmo,https://www.bumeran.com.pe/empleos/joven-profesional-con-interes-en-desarrollarse-pmo-indra-peru-1114937855.html,"lima, lima",False,Bumeran
bitel,2022-01-25,practicante profesional de it,https://www.bumeran.com.pe/empleos/practicante-profesional-de-it-bitel-1114937769.html,"san isidro, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-25,practicante profesional de créditos y cobranzas,https://www.bumeran.com.pe/empleos/practicante-profesional-de-creditos-y-cobranzas-pontificia-universidad-catolica-del-peru-pucp-1114934550.html,"san miguel, lima",False,Bumeran
dp world,2022-01-25,practicante de arquitectura y desarrollo,https://www.bumeran.com.pe/empleos/practicante-de-arquitectura-y-desarrollo-dp-world-1114937532.html,"callao, lima",False,Bumeran
alpayana s.a.,2022-01-25,coordinador de cambio de cultura,https://www.bumeran.com.pe/empleos/coordinador-a-de-cambio-de-cultura-alpayana-s.a.-1114693225.html,"huarochirí, lima",False,Bumeran
luz del sur s.a.a.,2022-01-25,practicante profesional de servicio comercial,https://www.bumeran.com.pe/empleos/practicante-profesional-de-servicio-comercial-luz-del-sur-s.a.a.-1114937492.html,"lima, lima",False,Bumeran
consorcio geohidraulica s.a.c.,2022-01-25,practicante de recursos humanos,https://www.bumeran.com.pe/empleos/practicante-de-recursos-humanos-consorcio-geohidraulica-s.a.c.-1114937454.html,"la molina, lima",False,Bumeran
luz del sur s.a.a.,2022-01-25,practicante profesional de bienestar,https://www.bumeran.com.pe/empleos/practicante-profesional-de-bienestar-luz-del-sur-s.a.a.-1114937435.html,"lima, lima",False,Bumeran
divemotor,2022-01-25,practicante profesional de post venta procesos,https://www.bumeran.com.pe/empleos/practicante-profesional-de-post-venta-procesos-divemotor-1114937335.html,"lima, lima",False,Bumeran
tivit perú,2022-01-25,desarrollador rpa uipath,https://www.bumeran.com.pe/empleos/desarrollador-rpa-uipath-tivit-peru-1114937308.html,"lima, lima",False,Bumeran
copeinca sac,2022-01-25,practicante profesional operaciones de producción industrial,https://www.bumeran.com.pe/empleos/practicante-profesional-operaciones-de-produccion-industrial-copeinca-sac-1114937305.html,"puerto malabrigo, la libertad",False,Bumeran
banco agropecuario,2022-01-25,practicante administrativo,https://www.bumeran.com.pe/empleos/practicante-administrativo-banco-agropecuario-1114937289.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-25,asesor de ahorro e inversión banco lima,https://www.bumeran.com.pe/empleos/asesor-de-ahorro-e-inversion-banco-lima-adecco-consulting-1114937277.html,"lima, lima",False,Bumeran
opp film,2022-01-25,analista de calidad de agua,https://www.bumeran.com.pe/empleos/analista-de-calidad-de-agua-opp-film-1114937239.html,"lima, lima",False,Bumeran
banco agropecuario,2022-01-25,practicante profesional de inteligencia de negocios,https://www.bumeran.com.pe/empleos/practicante-profesional-de-inteligencia-de-negocios-banco-agropecuario-1114937235.html,"lima, lima",False,Bumeran
csti corp,2022-01-25,practicante de reclutamiento y selección it trainee,https://www.bumeran.com.pe/empleos/practicante-de-reclutamiento-y-seleccion-it-trainee-csti-corp-1114937228.html,perú,False,Bumeran
san martin contratistas generales,2022-01-25,supervisor de perforación y voladura pervol tarma,https://www.bumeran.com.pe/empleos/supervisor-de-perforacion-y-voladura-pervol-tarma-san-martin-contratistas-generales-1114937210.html,"tarma, junin",False,Bumeran
salesland internacional s.a.,2022-01-25,asesor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/asesor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114937203.html,"lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-25,asesor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/asesor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114937199.html,"lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-25,asesor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/asesor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114937193.html,"lima, lima",False,Bumeran
data discovery solutions,2022-01-25,practicante comercial de tecnologías,https://www.bumeran.com.pe/empleos/practicante-comercial-de-tecnologias-data-discovery-solutions-1114932684.html,"miraflores, lima",False,Bumeran
ibt group,2022-01-25,qf asistente técnico de farmacia,https://www.bumeran.com.pe/empleos/qf-asistente-tecnico-de-farmacia-ibt-group-1114937174.html,"villa maría del triunfo, lima",False,Bumeran
franquicias unidas del peru s.a.c.,2022-01-25,practicante de compras e importaciones,https://www.bumeran.com.pe/empleos/practicante-de-compras-e-importaciones-franquicias-unidas-del-peru-s.a.c.-1114937115.html,"lima, lima",False,Bumeran
confidencial,2022-01-25,practicante de operaciones mina ayacucho,https://www.bumeran.com.pe/empleos/practicante-de-operaciones-mina-ayacucho-1114937097.html,"lima, lima",False,Bumeran
lady francis,2022-01-25,"confeccionista , modistas y patronistas en moda de damas",https://www.bumeran.com.pe/empleos/confeccionista-modistas-y-patronistas-en-moda-de-damas-lady-francis-1114932677.html,"breña, lima",False,Bumeran
ferreyros,2022-01-25,técnico eléctrico de camiones operación quellaveco,https://www.bumeran.com.pe/empleos/tecnico-electrico-de-camiones--operacion-quellaveco-ferreyros-1114937060.html,"moquegua, moquegua",False,Bumeran
ferreyros,2022-01-25,técnico mecánico de camiones op quellaveco,https://www.bumeran.com.pe/empleos/tecnico-mecanico-de-camiones-op.-quellaveco-ferreyros-1114937041.html,"moquegua, moquegua",False,Bumeran
prima afp,2022-01-25,analista de operaciones de seguridad informática,https://www.bumeran.com.pe/empleos/analista-de-operaciones-de-seguridad-informatica-prima-afp-1114937035.html,"san isidro, lima",False,Bumeran
diners club,2022-01-25,diners club practicante de retención y experiencia al socio,https://www.bumeran.com.pe/empleos/diners-club-|-practicante-de-retencion-y-experiencia-al-socio-diners-club-1114937023.html,"lima, lima",False,Bumeran
molitalia s.a.,2022-01-25,supervisor de aseguramiento de la calidad huachipa,https://www.bumeran.com.pe/empleos/supervisor-de-aseguramiento-de-la-calidad-huachipa-molitalia-s.a.-1114937013.html,"san juan de lurigancho., lima",False,Bumeran
adecco,2022-01-25,auxiliar de selección,https://www.bumeran.com.pe/empleos/auxiliar-de-seleccion-adecco-1114937010.html,"lima, lima",False,Bumeran
universidad cientifica del sur s.a.c.,2022-01-25,docente del curso de metodología de investigación,https://www.bumeran.com.pe/empleos/docente-del-curso-de-metodologia-de-investigacion-universidad-cientifica-del-sur-s.a.c.-1114936992.html,"lima, lima",False,Bumeran
intercorp retail,2022-01-25,data engineer jr indigital xp,https://www.bumeran.com.pe/empleos/data-engineer-jr.-indigital-xp-intercorp-retail-1114936931.html,"lima, lima",False,Bumeran
ferreyros,2022-01-25,técnico eléctrico de pp operación quellaveco,https://www.bumeran.com.pe/empleos/tecnico-electrico-de-pp--operacion-quellaveco-ferreyros-1114936921.html,"moquegua, moquegua",False,Bumeran
smart people s.a.c.,2022-01-25,gestor de proyectos de calidad y aseguramiento de la calidad piura,https://www.bumeran.com.pe/empleos/gestor-de-proyectos-de-calidad-y-aseguramiento-de-la-calidad-piura-smart-people-s.a.c.-1114936875.html,"paita, piura",False,Bumeran
mandomedio,2022-01-25,practicante pre profesional de créditos,https://www.bumeran.com.pe/empleos/practicante-pre--profesional-de-creditos-mandomedio-1114936837.html,"santiago de surco, lima",False,Bumeran
mandomedio,2022-01-25,practicante de negocios internacionales agroindustrial,https://www.bumeran.com.pe/empleos/practicante-de-negocios-internacionales-agroindustrial-mandomedio-1114936823.html,"lima, lima",False,Bumeran
manpower perú,2022-01-25,practicante profesional de reclutamiento y selección inglés avanzado,https://www.bumeran.com.pe/empleos/practicante-profesional-de-reclutamiento-y-seleccion-ingles-avanzado-manpower-peru-1114936813.html,"santiago de surco, lima",False,Bumeran
rinti sa,2022-01-25,técnico en mantenimiento electrónico,https://www.bumeran.com.pe/empleos/tecnico-en-mantenimiento-electronico-rinti-sa-1113509928.html,"lima, lima",False,Bumeran
promet peru sac,2022-01-25,practicante profesional de talento humano,https://www.bumeran.com.pe/empleos/practicante-profesional-de-talento-humano-promet-peru-sac-1114936701.html,"villa el salvador, lima",False,Bumeran
abanza consulting e.i.r.l,2022-01-25,jefe de cocina hotel 4 en ica region,https://www.bumeran.com.pe/empleos/jefe-de-cocina--hotel-4-en-ica-region-abanza-consulting-e.i.r.l-1114936677.html,"ica, ica",False,Bumeran
yura s.a.,2022-01-25,responsable de almacén matarani,https://www.bumeran.com.pe/empleos/responsable-de-almacen-matarani-yura-s.a.-1114936513.html,"matarani, arequipa",False,Bumeran
argos export sa,2022-01-25,técnico de laboratorio alimentario,https://www.bumeran.com.pe/empleos/tecnico-de-laboratorio-alimentario-argos-export-sa-1114936358.html,"lurín, lima",False,Bumeran
komatsu mitsui,2022-01-25,practicante preprofesional de ti k007,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-ti-k007-komatsu-mitsui-1114936359.html,"callao, lima",False,Bumeran
machu pichu foods sac,2022-01-25,practicante pre profesional de aplicaciones y desarrollo,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-aplicaciones-y-desarrollo-machu-pichu-foods-sac-1114936202.html,"callao, lima",False,Bumeran
everis perú,2022-01-25,scrum master,https://www.bumeran.com.pe/empleos/scrum-master-everis-peru-1114604220.html,"lima, lima",False,Bumeran
inversiones gastello eirl,2022-01-25,itamae sushi,https://www.bumeran.com.pe/empleos/itamae-sushi-inversiones-gastello-eirl-1114932417.html,"los olivos, lima",False,Bumeran
dania  matias,2022-01-25,tecnica en farmacia o practicante de farmacia,https://www.bumeran.com.pe/empleos/tecnica-en-farmacia-o-practicante-de-farmacia-dania-matias-1114932193.html,perú,False,Bumeran
nexus virtual e.i.r.l.,2022-01-25,desarrolladores android y web,https://www.bumeran.com.pe/empleos/desarrolladores-android-y-web-nexus-virtual-e.i.r.l.-1114931911.html,"ate., lima",False,Bumeran
pedro ruiz,2022-01-25,técnico tornero fresador,https://www.bumeran.com.pe/empleos/tecnico-tornero-fresador-pedro-ruiz-1114931884.html,"san martín de porres - lima, lima",False,Bumeran
milenka  varillas,2022-01-25,practicante para el área administrativa,https://www.bumeran.com.pe/empleos/practicante-para-el-area-administrativa-milenka-varillas-1114931800.html,"lima, lima",False,Bumeran
