company,date,job,link,location,opened,site
digital max,2022-01-31,movistar 40 vendedores de campo ingresos s2500 sede sjl básico comisiones pasajes s2500,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-movistar-40-vendedores-de-campo-ingresos-s2500-sede-sjl-basico-comisiones-pasajes-s2500-en-san-juan-de-lurigancho-3AF061F7EC79869261373E686DCF3405,"lima, san juan de lurigancho",False,Computrabajo
manpower,2022-01-31,jefe de mantenimiento planeamiento oyón cod 22183,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-mantenimiento-planeamiento-oyon-cod-22183-en-huanuco-22E3B18163FFA17461373E686DCF3405,"huanuco, huanuco",False,Computrabajo
agricola cerro prieto s.a,2022-01-31,supervisor de proyectos chiclayochepén,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-proyectos-chiclayochepen-en-chepen-AF2EB772F89E3F5C61373E686DCF3405,"la libertad, chepen",False,Computrabajo
agricola cerro prieto s.a,2022-01-31,supervisor de proyectos chiclayochepén,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-proyectos-chiclayochepen-en-chiclayo-6665F50372AEDA9761373E686DCF3405,"lambayeque, chiclayo",False,Computrabajo
inmobiliaria almpamayo,2022-01-31,ing equipador medico y ing mecanico experiencia en hospitales clínicas,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-ing-equipador-medico-y-ing-mecanico-experiencia-en-hospitales-clinicas-en-santiago-de-surco-5262CD0266F877D861373E686DCF3405,"lima, santiago de surco",False,Computrabajo
cosapi minería,2022-01-30,supervisor de confiabilidad de equipos,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-confiabilidad-de-equipos-en-marcona-A27635CE4E1EDEC761373E686DCF3405,"ica, marcona",False,Computrabajo
danper trujillo sac,2022-01-31,mecánicoa eléctrico de mantenimiento dirigido a mujeres y hombres planta fresco alto salaverry,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-mecanicoa-electrico-de-mantenimiento-dirigido-a-mujeres-y-hombres-planta-fresco-alto-salaverry-en-trujillo-E88C99167382FD6261373E686DCF3405,"la libertad, trujillo",False,Computrabajo
inmobiliaria almpamayo,2022-01-31,"esp eléctrico , ing electrónico colegiado con exp en obra",https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-esp-electrico-ing-electronico-colegiado-con-exp-en-obra-en-santiago-de-surco-5FFDF9A74053783B61373E686DCF3405,"lima, santiago de surco",False,Computrabajo
cantalloc sac,2022-01-31,prevencionista de seguridad y salud ocupacional ica,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-prevencionista-de-seguridad-y-salud-ocupacional-ica-en-ica-7A1FDF10BD36CF8261373E686DCF3405,"ica, ica",False,Computrabajo
confipetrol andina s.a.,2022-01-31,ingeniero mantenimiento predictivo oil gas talara 5x2,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mantenimiento-predictivo-oil-gas-talara-5x2-en-parinas-31FBF35219407AAD61373E686DCF3405,"piura, pariñas",False,Computrabajo
fy d inversiones s.a.c.,2022-01-31,"técnico servicios generales experiencia en empresas industriales gasfitería, mecánica básica, infraestructura",https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-servicios-generales-experiencia-en-empresas-industriales-gasfiteria-mecanica-basica-infraestructura-en-barranco-F26042770F4EC15461373E686DCF3405,"lima, barranco",False,Computrabajo
digital max,2022-01-31,gana dinero con movistar 40 vendedores de campo pagos semanales sede sjl básico comisiones pasajes s2500,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-gana-dinero-con-movistar-40-vendedores-de-campo-pagos-semanales-sede-sjl-basico-comisiones-pasajes-s2500-en-san-juan-de-lurigancho-FD39FE295E7C2BAB61373E686DCF3405,"lima, san juan de lurigancho",False,Computrabajo
fecu sac,2022-01-31,proyectista refrigeración industrial chorrillos,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-proyectista-refrigeracion-industrial-chorrillos-en-chorrillos-356156D45754825561373E686DCF3405,"lima, chorrillos",False,Computrabajo
manpower,2022-01-31,tecnico en refrigeración paita planilla completa ref 12441,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-refrigeracion-paita-planilla-completa-ref-12441-en-paita-329FFECC52BD627661373E686DCF3405,"piura, paita",False,Computrabajo
patrol innovations sac,2022-01-31,agente de seguridad linea 1 estaciones de tren,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-seguridad-linea-1-estaciones-de-tren-en-lima-196DB195AE31FD3461373E686DCF3405,"lima, lima",False,Computrabajo
digital max,2022-01-31,movistar 40 vendedores de campo ingresos s2500 sede sjl básico comisiones pasajes s2500,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-movistar-40-vendedores-de-campo-ingresos-s2500-sede-sjl-basico-comisiones-pasajes-s2500-en-san-juan-de-lurigancho-3AF061F7EC79869261373E686DCF3405,"lima, san juan de lurigancho",False,Computrabajo
company,date,job,link,location,opened,site
molitalia s.a.,2022-01-31,supervisor de mantenimiento los olivos,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-los-olivos-molitalia-s.a.-1114948384.html,"los olivos, lima",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-30,asistente de estudios y presupuestos,https://www.bumeran.com.pe/empleos/asistente-de-estudios-y-presupuestos-ingenieria-y-construccion-sigdo-koppers-peru-1114948033.html,"lima, lima",False,Bumeran
manpower perú,2022-01-30,jefe de mantenimiento planeamiento oyón cod 22183,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planeamiento-oyon-cod.-22183-manpower-peru-1114947820.html,"huánuco, huánuco",False,Bumeran
agricola cerro prieto,2022-01-30,supervisor de proyectos chiclayochepén,https://www.bumeran.com.pe/empleos/supervisor-de-proyectos-chiclayo-chepen-agricola-cerro-prieto-1114947811.html,"chiclayo, lambayeque",False,Bumeran
molitalia s.a.,2022-01-31,supervisor de mantenimiento los olivos,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-los-olivos-molitalia-s.a.-1114948384.html,"los olivos, lima",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-30,asistente de estudios y presupuestos,https://www.bumeran.com.pe/empleos/asistente-de-estudios-y-presupuestos-ingenieria-y-construccion-sigdo-koppers-peru-1114948033.html,"lima, lima",False,Bumeran
manpower perú,2022-01-30,jefe de mantenimiento planeamiento oyón cod 22183,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planeamiento-oyon-cod.-22183-manpower-peru-1114947820.html,"huánuco, huánuco",False,Bumeran
agricola cerro prieto,2022-01-30,supervisor de proyectos chiclayochepén,https://www.bumeran.com.pe/empleos/supervisor-de-proyectos-chiclayo-chepen-agricola-cerro-prieto-1114947811.html,"chiclayo, lambayeque",False,Bumeran
manpower perú,2022-01-30,jefe de mantenimiento planeamiento oyón cod 22183,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planeamiento-oyon-cod.-22183-manpower-peru-1114947820.html,"huánuco, huánuco",False,Bumeran
medifarma,2022-01-31,practicante profesional de administración de personal sap,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-de-personal-sap-medifarma-1114948453.html,"lima, lima",False,Bumeran
weir minerals,2022-01-31,practicante de planificación financiera,https://www.bumeran.com.pe/empleos/practicante-de-planificacion-financiera-weir-minerals-1114948400.html,"lima, lima",False,Bumeran
pricewaterhousecoopers,2022-01-31,asistente de consultoría financiera,https://www.bumeran.com.pe/empleos/asistente-de-consultoria-financiera-pricewaterhousecoopers-1114948387.html,"san isidro, lima",False,Bumeran
confidencial,2022-01-31,coordinador de atracción y retención del talento,https://www.bumeran.com.pe/empleos/coordinador-de-atraccion-y-retencion-del-talento-1114948210.html,"cercado de lima, lima",False,Bumeran
engineering services sac,2022-01-30,dibujante tecnico,https://www.bumeran.com.pe/empleos/dibujante-tecnico-engineering-services-sac-1114948048.html,"lima, lima",False,Bumeran
human to business s.a.c.,2022-01-30,maestro pastelero panadero,https://www.bumeran.com.pe/empleos/maestro-pastelero-panadero-human-to-business-s.a.c.-1114947913.html,"cercado de lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-30,promotor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/promotor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114947908.html,"lima, lima",False,Bumeran
experis,2022-01-30,analista programador java,https://www.bumeran.com.pe/empleos/analista-programador-java-experis-1114947807.html,"lima, lima",False,Bumeran
confidencial,2022-01-29,odontopediatra,https://www.bumeran.com.pe/empleos/odontopediatra-1114947743.html,"los olivos, lima",False,Bumeran
consorcio geohidraulica s.a.c.,2022-01-31,asistente de productividad mina,https://www.bumeran.com.pe/empleos/asistente-de-productividad-mina-consorcio-geohidraulica-s.a.c.-1114948213.html,"huayllay, pasco",False,Bumeran
confidencial,2022-01-30,ingeniero geomecanico junior,https://www.bumeran.com.pe/empleos/ingeniero-geomecanico-junior-1114947872.html,"peru, ancash",False,Bumeran
manpower perú,2022-01-30,jefe de servicios mina subterránea oyón cod 22181,https://www.bumeran.com.pe/empleos/jefe-de-servicios-mina-subterranea-oyon-cod.-22181-manpower-peru-1114947839.html,"huánuco, huánuco",False,Bumeran
manpower perú,2022-01-30,jefe de sección mina subterráneo oyón cod 22180,https://www.bumeran.com.pe/empleos/jefe-de-seccion-mina-subterraneo-oyon-cod.-22180-manpower-peru-1114947836.html,"huánuco, huánuco",False,Bumeran
manpower perú,2022-01-30,ingeniero de ventilación en mina subterránea oyón cod 22178,https://www.bumeran.com.pe/empleos/ingenieroa-de-ventilacion-en-mina-subterranea-oyon-cod.-22178-manpower-peru-1114947832.html,"huánuco, huánuco",False,Bumeran
manpower perú,2022-01-30,jefe de mantenimiento planeamiento oyón cod 22183,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planeamiento-oyon-cod.-22183-manpower-peru-1114947820.html,"huánuco, huánuco",False,Bumeran
ey (ernst & young),2022-01-30,trainee comercial de servicios educativos,https://www.bumeran.com.pe/empleos/trainee-comercial-de-servicios-educativos-ey-ernst-young-1114668671.html,"san isidro, lima",False,Bumeran
experis,2022-01-30,analista de datos bi,https://www.bumeran.com.pe/empleos/analista-de-datos-bi-experis-1114947829.html,"lima, lima",False,Bumeran
visual impact,2022-01-31,gestor comercial de campo,https://www.bumeran.com.pe/empleos/gestor-comercial-de-campo-visual-impact-1114948424.html,"lima, lima",False,Bumeran
corporacion e. w. s.a.c.,2022-01-31,enfermero bachiller,https://www.bumeran.com.pe/empleos/enfermero-bachiller-corporacion-e.-w.-s.a.c.-1114948403.html,"puerto maldonado, madre de dios",False,Bumeran
confidencial,2022-01-31,responsable de sistema de mtto de maquinaria nazca,https://www.bumeran.com.pe/empleos/responsable-de-sistema-de-mtto.-de-maquinaria-nazca-1114948401.html,"nazca, ica",False,Bumeran
weir minerals,2022-01-31,practicante de planificación financiera,https://www.bumeran.com.pe/empleos/practicante-de-planificacion-financiera-weir-minerals-1114948400.html,"lima, lima",False,Bumeran
molitalia s.a.,2022-01-31,supervisor de mantenimiento los olivos,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-los-olivos-molitalia-s.a.-1114948384.html,"los olivos, lima",False,Bumeran
consorcio geohidraulica s.a.c.,2022-01-31,asistente de productividad mina,https://www.bumeran.com.pe/empleos/asistente-de-productividad-mina-consorcio-geohidraulica-s.a.c.-1114948213.html,"huayllay, pasco",False,Bumeran
claro perú,2022-01-30,analista de sistemas de cobranzas y financiero ti,https://www.bumeran.com.pe/empleos/analista-de-sistemas-de-cobranzas-y-financiero-ti-claro-peru-1114948097.html,"lima, lima",False,Bumeran
ssays,2022-01-30,facility manager de servicios generales comas,https://www.bumeran.com.pe/empleos/facility-manager-de-servicios-generales-comas-ssays-1114948054.html,"comas, lima",False,Bumeran
manpower perú,2022-01-30,jefe de servicios mina subterránea oyón cod 22181,https://www.bumeran.com.pe/empleos/jefe-de-servicios-mina-subterranea-oyon-cod.-22181-manpower-peru-1114947839.html,"huánuco, huánuco",False,Bumeran
manpower perú,2022-01-30,jefe de sección mina subterráneo oyón cod 22180,https://www.bumeran.com.pe/empleos/jefe-de-seccion-mina-subterraneo-oyon-cod.-22180-manpower-peru-1114947836.html,"huánuco, huánuco",False,Bumeran
consultora treball s.a.c.,2022-01-30,analista de ti,https://www.bumeran.com.pe/empleos/analista-de-ti-consultora-treball-s.a.c.-1114917756.html,"san borja, lima",False,Bumeran
manpower perú,2022-01-30,jefe de mantenimiento planeamiento oyón cod 22183,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planeamiento-oyon-cod.-22183-manpower-peru-1114947820.html,"huánuco, huánuco",False,Bumeran
manpower,2022-01-31,jefe de mantenimiento planeamiento oyón cod 22183,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-mantenimiento-planeamiento-oyon-cod-22183-en-huanuco-22E3B18163FFA17461373E686DCF3405,"huanuco, huanuco",False,Computrabajo
agricola cerro prieto s.a,2022-01-31,supervisor de proyectos chiclayochepén,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-proyectos-chiclayochepen-en-chepen-AF2EB772F89E3F5C61373E686DCF3405,"la libertad, chepen",False,Computrabajo
agricola cerro prieto s.a,2022-01-31,supervisor de proyectos chiclayochepén,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-proyectos-chiclayochepen-en-chiclayo-6665F50372AEDA9761373E686DCF3405,"lambayeque, chiclayo",False,Computrabajo
inmobiliaria almpamayo,2022-01-31,ing equipador medico y ing mecanico experiencia en hospitales clínicas,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-ing-equipador-medico-y-ing-mecanico-experiencia-en-hospitales-clinicas-en-santiago-de-surco-5262CD0266F877D861373E686DCF3405,"lima, santiago de surco",False,Computrabajo
cosapi minería,2022-01-30,supervisor de confiabilidad de equipos,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-confiabilidad-de-equipos-en-marcona-A27635CE4E1EDEC761373E686DCF3405,"ica, marcona",False,Computrabajo
equans perú,2022-01-31,motorizado técnico electricista aiib huaraz,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-motorizado-tecnico-electricista-aiib-huaraz-en-huaraz-FECA0AE2F99E243C61373E686DCF3405,"ancash, huaraz",False,Computrabajo
manpower,2022-01-31,jefe de mantenimiento planeamiento oyón cod 22183,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-mantenimiento-planeamiento-oyon-cod-22183-en-huanuco-22E3B18163FFA17461373E686DCF3405,"huanuco, huanuco",False,Computrabajo
inmobiliaria almpamayo,2022-01-31,ing equipador medico y ing mecanico experiencia en hospitales clínicas,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-ing-equipador-medico-y-ing-mecanico-experiencia-en-hospitales-clinicas-en-santiago-de-surco-5262CD0266F877D861373E686DCF3405,"lima, santiago de surco",False,Computrabajo
inmobiliaria almpamayo,2022-01-31,"esp eléctrico , ing electrónico colegiado con exp en obra",https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-esp-electrico-ing-electronico-colegiado-con-exp-en-obra-en-santiago-de-surco-5FFDF9A74053783B61373E686DCF3405,"lima, santiago de surco",False,Computrabajo
"paredes, cano y asociados",2022-01-31,practicante de consultoria,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-consultoria-en-lima-D1A1A633D4AD598361373E686DCF3405,"lima, lima",False,Computrabajo
tumi contratistas mineros sac,2022-01-31,practicante gerencia comercial sede lurin,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-gerencia-comercial-sede-lurin-en-lurin-8FB8190CF6ECDAA861373E686DCF3405,"lima, lurin",False,Computrabajo
amerbril,2022-01-31,dama practicante de administración marketing negocios medio tiempo en yanahuara arequipa egresadas universitarias,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-dama-practicante-de-administracion-marketing-negocios-medio-tiempo-en-yanahuara-arequipa-egresadas-universitarias-en-yanahuara-C3D63AAA0DAEF85861373E686DCF3405,"arequipa, yanahuara",False,Computrabajo
mibanco - banco de la microempresa sa,2022-01-30,practicante de gestión y control soporte centralizado cod323678,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-gestion-y-control-soporte-centralizado-cod323678-en-lima-B417AA15F6DB8C8261373E686DCF3405,"lima, lima",False,Computrabajo
optical networks,2022-01-30,auxiliar de flota practicante técnico mecánico automotriz surquillo,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-flota-practicante-tecnico-mecanico-automotriz-surquillo-en-surquillo-3D3EBF4C70488A4361373E686DCF3405,"lima, surquillo",False,Computrabajo
buró group,2022-01-30,practicante de ventas financiera crediscotia santa anita,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ventas-financiera-crediscotia-santa-anita-en-santa-anita-43601109AE4F2C5761373E686DCF3405,"lima, santa anita",False,Computrabajo
buró group,2022-01-30,practicante de ventas financiera crediscotia ate,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ventas-financiera-crediscotia-ate-en-ate-DF3D17060184E0FF61373E686DCF3405,"lima, ate",False,Computrabajo
liconsa company,2022-01-31,"estudiante, egresado, bachiller químico farmacéutico urgente",https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-egresado-bachiller-quimico-farmaceutico-urgente-en-san-miguel-35A4E2E0960A872661373E686DCF3405,"lima, san miguel",False,Computrabajo
manpower,2022-01-31,jefe de guardia servicios mina subterránea oyón cod 22182,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-guardia-servicios-mina-subterranea-oyon-cod-22182-en-huanuco-9234580686B5A5CC61373E686DCF3405,"huanuco, huanuco",False,Computrabajo
manpower,2022-01-31,jefe de servicios mina subterránea oyón cod 22181,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-servicios-mina-subterranea-oyon-cod-22181-en-huanuco-EE77BCDFFA6EB76B61373E686DCF3405,"huanuco, huanuco",False,Computrabajo
manpower,2022-01-31,jefe de sección mina subterráneo oyón cod 22180,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-seccion-mina-subterraneo-oyon-cod-22180-en-huanuco-E44A7707153868E061373E686DCF3405,"huanuco, huanuco",False,Computrabajo
manpower,2022-01-31,ingeniero de ventilación en mina subterránea oyón cod 22178,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-ventilacion-en-mina-subterranea-oyon-cod-22178-en-huanuco-923AB740BAA601D361373E686DCF3405,"huanuco, huanuco",False,Computrabajo
byv iesemin sac,2022-01-31,conductor aiib experiencia de superficie en minas,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-conductor-aiib-experiencia-de-superficie-en-minas-en-comas-8D752FD6EA36385C61373E686DCF3405,"lima, comas",False,Computrabajo
corporación z1 s.a.c.,2022-01-31,planner,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-planner-en-surquillo-0673DE8EE1BE949661373E686DCF3405,"lima, surquillo",False,Computrabajo
manpower,2022-01-31,jefe de mantenimiento planeamiento oyón cod 22183,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-mantenimiento-planeamiento-oyon-cod-22183-en-huanuco-22E3B18163FFA17461373E686DCF3405,"huanuco, huanuco",False,Computrabajo
minera sotrami,2022-01-30,asistente social trabajadora social,https://www.computrabajo.com.pe/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-social-trabajadora-social-en-sancos-84AA9216312023EA61373E686DCF3405,"ayacucho, sancos",False,Computrabajo
experis,2022-01-30,programador front end reactjs,https://www.bumeran.com.pe/empleos/programador-front-end-reactjs-experis-1114947819.html,"lima, lima",False,Bumeran
experis,2022-01-30,programador mobile ios,https://www.bumeran.com.pe/empleos/programador-mobile-ios-experis-1114947818.html,"lima, lima",False,Bumeran
experis,2022-01-30,programador mobile android,https://www.bumeran.com.pe/empleos/programador-mobile-android-experis-1114947809.html,"lima, lima",False,Bumeran
experis,2022-01-30,analista programador java,https://www.bumeran.com.pe/empleos/analista-programador-java-experis-1114947807.html,"lima, lima",False,Bumeran
alicorp,2022-01-29,ingeniero de producción temporal reclutamiento proactivo,https://www.bumeran.com.pe/empleos/ingeniero-de-produccion-temporal-reclutamiento-proactivo-alicorp-1114947462.html,"lima, lima",False,Bumeran
confidencial,2022-01-29,asistente de recursos humanos nóminas,https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-nominas-1114947742.html,"miraflores, lima",False,Bumeran
